product_id,source,source_url,product_url,name,brand,category,sub_category,price,currency,specification,colors,inventory_status,selling_points,detail,efficacy,applicable_people,not_suitable_people,usage_method,cautions,rating,ingredients,image_url,retrieved_at
makeup_api:401,Makeup API,https://makeup-api.herokuapp.com/api/v1/products.json,https://well.ca/products/bonne-bell-lip-liner_101856.html,Bonne Bell Lip Liner,,makeup,lip_liner,4.99,,,Bliss Berry (#95374f) | Cruise Coffee (#c04941) | Getaway Berry (#7a1533) | Hollywood Beige (#f79e83),unknown_public_dataset,lip_liner | rating 4.5,Create the perfect lip look Bonne Bell Lip Liners and add definition to your lips.The twist up tip glides on smooth and no sharpener is required. They're so easy to use!,唇部妆效,需结合肤质、肤色、过敏史和使用场景判断,对配方成分过敏者；具体禁忌需参考商品页或包装,,公开 API 数据可能不是实时商品页信息；价格和库存需以商家实际页面为准,4.5,,"https://d3t32hsnjxo7q6.cloudfront.net/i/4d5dae99dd3884292e941f95392201b9_ra,w158,h184_pa,w158,h184.jpg",2026-06-26T07:36:49+00:00
makeup_api:416,Makeup API,https://makeup-api.herokuapp.com/api/v1/products.json,https://well.ca/products/dalish-lip-cheek-balm_98198.html?cat=1978,DaLish Lip Cheek Balm,,makeup,blush / cream,15.0,,,BO1 - Dusty Rose (#cc7c7d) | BO2 - Coral (#bf3938) | BO3 - Bubble Gum Pink (#e2707a) | BO4 - Bronzer (#a76b4f) | BO5 - Deep Plum (#7c3545),unknown_public_dataset,blush | cream | Canadian | Natural | rating 2.3,"A little goes a long way with this richly pigmented multi-use balm that can be used on cheeks and lips for a fresh, happy glow. Start with one dab of DaLish Lip Cheek Balm on the apples of cheeks and use your fingers to massage in colour where you want it. Pearl-like pigments means the pretty tint won’t fall flat on lips. Directions: Apply directly on to lips for balm use and dab directly onto cheeks for blush use. Blend woth your fingers till you reach your desired look. Shade Range: BO1 - Dusty Rose – shade with a hint of bronzer. Perfect for fair to medium tones. BO2 - Coral – that has a real punch to it. Perfect for all skin tones. BO3 - Bubble Gum Pink – Has a great pop of colour and perfect for all skin tones. BO4 - Bronzer – Perfect for all colour tones and ideal for contouring. BO5 - Deep Plum – Perfect for all skin tones. - See more at: //www.dalishcosmetics.com/product/lipcheek-balms-75-natural#sthash.9DGfyyKW.dpufBO1 - Dusty Rose – shade with a hint of bronzer. Perfect for fair to medium tones.BO2 - Coral – that has a real punch to it. Perfect for all skin tones.BO3 - Bubble Gum Pink – Has a great pop of colour and perfect for all skin tones.BO4 - Bronzer – Perfect for all colour tones and ideal for contouring.BO5 - Deep Plum – Perfect for all skin tones.Ingredients: Ricinus Communis (Castor) Seed Oil, Caprylic/Capric Triglycerides, Copernicia Cerifera (Carnauba) Wax, Cetyl Alcohol, Hydrogenated Castor oil, Cetyl Palmitate, Beeswax, Sorbitan Palmitate, Sorbitan Olivate, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus officinalis (Rosemary) Leaf Extract, Benzyl Alcohol, Benzoic Acid, Dehydroacetic Acid, Sorbic Acid, Tocopherol, Vanillin, May contain (+/-), Titanium Dioxide CI 77891, Iron Oxides CI 77491, Mica CI 77019, Red 7 Lake CI 15850, Yellow 5 Lake CI 19140, Red 27 Lake CI 45410, Red 30 Lake CI 73360, Blue 1 Lake CI 42090, Carmine CI 75470. *Contains natural Antioxidant Contains organic castor oil and Carnauba Wax",面部修饰/提亮,需结合肤质、肤色、过敏史和使用场景判断,对配方成分过敏者；具体禁忌需参考商品页或包装,,公开 API 数据可能不是实时商品页信息；价格和库存需以商家实际页面为准,2.3,,"https://d3t32hsnjxo7q6.cloudfront.net/i/3a23201f66be485784f542c43a4b3569_ra,w158,h184_pa,w158,h184.jpg",2026-06-26T07:36:49+00:00
makeup_api:347,Makeup API,https://makeup-api.herokuapp.com/api/v1/products.json,https://well.ca/products/dalish-silk-to-matte-foundation_98219.html,DaLish Silk to Matte Foundation,,makeup,foundation / liquid,44.0,,,F01 - light (#edbc92) | FO2 - medium (#dc8c68) | FO3 - dark (#ba6839),unknown_public_dataset,foundation | liquid | Canadian | Natural | rating 4.0,"This long-wear DaLish foundation starts out silky smooth—best applied using your fingers—and dries to a radiant matte finish. Light coverage ensures a natural-looking result, yet the buildable formula evens tone where you need it, for a perfect, cake-free base. Sunflower seed oil, rich in Vitamins A, D, and E, moisturizes, calms and protects skin without clogging pores. Shade Range: F01 - light – for very fair skin tones.FO2 - medium – DaLish's most popular shade. Fair to medium tones.FO3 - dark – for darker tone skin.Ingredients: Water, Coconut Alkanes, Coco-Caprylare/Caprate, Glycerin, Sorbitan Olivate, Polyglyceryl-3 Diisostearate, Caprylic/Capric Triglycerides, Carthamus Tinctoriur (Safflower) Oleosomes, Cetyl Palmitate, Sorbitan Palmitate, Sorbitan Olivate, Zinc Stearate, Sodium Benzoate, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus Officinals (Rosemary) Leaf Extract, Benzyl Alcohol, Dehydroacetic Acid, Benzoic Acid, Sorbic Acid, Tocopherol, Jojoba Ester May contain (+/-), Titanium Dioxide CI 77891, Mica CI 77019, Iron Oxide CI 77491, Iron Oxide CI 77492, Iron Oxide CI 77499. *Contains natural antioxidant* PEG free *",底妆/均匀肤色,需结合肤质、肤色、过敏史和使用场景判断,对配方成分过敏者；具体禁忌需参考商品页或包装,,公开 API 数据可能不是实时商品页信息；价格和库存需以商家实际页面为准,4.0,,"https://d3t32hsnjxo7q6.cloudfront.net/i/e98af12555201b5d34a30e3029191c6d_ra,w158,h184_pa,w158,h184.jpg",2026-06-26T07:36:49+00:00
makeup_api:490,Makeup API,https://makeup-api.herokuapp.com/api/v1/products.json,https://well.ca/products/earth-lab-loose-mineral-bronzer_78790.html,Earth Lab Loose Mineral Bronzer,,makeup,bronzer,24.0,,,,unknown_public_dataset,bronzer | Canadian | Natural | rating 5.0,"Earth Lab Loose Mineral Bronzer sets softly on your skin for a very natural look. It offers a sun kissed glow without being too orange like some other bronzers. This bronze does not have any additives or fillers so you'll use less than the size of a dime for your entire face! What look do you go for: the natural bronzed babe, tropical brights, or classic beauty? Try all three with this get the look with natural makeup piece found on our blog, The Well! Ingredients: Mica and Iron oxidesMay Contain: ultra marine blue, Titanium dioxideBottom Label:",面部修饰/提亮,需结合肤质、肤色、过敏史和使用场景判断,对配方成分过敏者；具体禁忌需参考商品页或包装,,公开 API 数据可能不是实时商品页信息；价格和库存需以商家实际页面为准,5.0,,"https://d3t32hsnjxo7q6.cloudfront.net/i/df8c3964f9e20d2906eb065a877c4322_ra,w158,h184_pa,w158,h184.jpeg",2026-06-26T07:36:49+00:00
makeup_api:21,Makeup API,https://makeup-api.herokuapp.com/api/v1/products.json,https://well.ca/products/earth-lab-raw-mascara_78795.html,Earth Lab Raw Mascara,,makeup,mascara,24.0,,,,unknown_public_dataset,mascara | Natural | Canadian | rating 4.1,"This 100% natural, botanical based formula glides on effortlessly. You'll enjoy the silky smooth application which easily separates lashes and the best part - No Clumping, No Flaking, No Smudging, No Toxic Chemicals and No Parabens!Ingredients: Water/Aqua, Natural Beeswax, Copernicia Cerifera (Carnauba) Wax, Lecithin, Glyceryl Stearate, Glycerin, Xanthan Gum, Celluloses, Carthamus Tinctorius (Safflower) Seed Oil, Aloe Barbadensis Leaf Extract, Jojoba (Simmondsia Chinensis) Oil, Tocopherol, Chamomilla Recutita (Matricaria) Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Cucumis Sativus (Cucumber) Fruit Extract, Phenoxyethanol, Silica, Mica, Iron OxidesRaw Mascara guaranteed 12 months sealed and expires within 3 months of opening.For usage tips for Earth Lab Raw Mascara read our blog post.",眼部妆效,需结合肤质、肤色、过敏史和使用场景判断,对配方成分过敏者；具体禁忌需参考商品页或包装,,公开 API 数据可能不是实时商品页信息；价格和库存需以商家实际页面为准,4.1,,"https://d3t32hsnjxo7q6.cloudfront.net/i/823cecb5e0d139ff5a98c253aa68c876_ra,w158,h184_pa,w158,h184.jpeg",2026-06-26T07:36:49+00:00
makeup_api:227,Makeup API,https://makeup-api.herokuapp.com/api/v1/products.json,https://well.ca/products/earth-lab-vegan-mineral-eye-pencil_78793.html,Earth Lab Vegan Mineral Eye Pencil,,makeup,eyeliner / pencil,18.0,,,Espresso (#322423),unknown_public_dataset,eyeliner | pencil | Canadian | Vegan | Natural | rating 3.4,"These natural minerals eye pencils are made fresh to order. They are super soft, and once they're on they do not run or smudge easily. That said - they do wash off easily as well!Ingredients: Jojoba Oil, Castor Oil, Carnauba Wax, Candelillia Wax, Ozokerite Wax, Vitamin E, Mica, and Iron Oxides Mineral pencils expire within 6 months of purchase.",眼部妆效,需结合肤质、肤色、过敏史和使用场景判断,对配方成分过敏者；具体禁忌需参考商品页或包装,,公开 API 数据可能不是实时商品页信息；价格和库存需以商家实际页面为准,3.4,,"https://d3t32hsnjxo7q6.cloudfront.net/i/e43ef102523ce5c38bd92ce1cb562395_ra,w158,h184_pa,w158,h184.jpeg",2026-06-26T07:36:49+00:00
makeup_api:494,Makeup API,https://makeup-api.herokuapp.com/api/v1/products.json,https://well.ca/products/fake-bake-beauty-bronzer_50205.html,Fake Bake Beauty Bronzer,,makeup,bronzer,21.0,,,#906E5A,unknown_public_dataset,bronzer,Fake Bake Beauty Bronzer is paraben free and is perfect for an all over glow!Colour:,面部修饰/提亮,需结合肤质、肤色、过敏史和使用场景判断,对配方成分过敏者；具体禁忌需参考商品页或包装,,公开 API 数据可能不是实时商品页信息；价格和库存需以商家实际页面为准,,,"https://d3t32hsnjxo7q6.cloudfront.net/i/9359d3b10235c72fc904dd314b951b70_ra,w158,h184_pa,w158,h184.jpg",2026-06-26T07:36:49+00:00
makeup_api:475,Makeup API,https://makeup-api.herokuapp.com/api/v1/products.json,https://well.ca/products/fake-bake-blush-legal-sunburn_103989.html,Fake Bake Blush Legal Sunburn,,makeup,blush / powder,15.99,,,,unknown_public_dataset,blush | powder | rating 5.0,"Give your cheeks a sun kissed glow with Fake Bake Blush in Legal Sunburn. Paraben Free. Brush the powder blush over your cheeks, nose, and brow arches, and instantly wake up a tired or pale face. The naturally derived red and pink hues give you a fresh, sexy color-minus the skin damage.Ingredients: Mica, Talc, Nylon-12, Ethylhexyl Palmitate, Parafinum Liquidum, Petrolatum, Kaolin, Magnesium Stearate, Tocopheryl Acetate, Caprylic/Capric, Triglyceride, Silica, Phenoxyethanol, Proctone Olamine, [may contain ( +/-): C!75470, CI77891, CI77499, CI45410:2, CI77492, CI19140:1]",面部修饰/提亮,需结合肤质、肤色、过敏史和使用场景判断,对配方成分过敏者；具体禁忌需参考商品页或包装,,公开 API 数据可能不是实时商品页信息；价格和库存需以商家实际页面为准,5.0,,"https://d3t32hsnjxo7q6.cloudfront.net/i/a20f3622d08d7b87492ca0af0319bf73_ra,w158,h184_pa,w158,h184.jpg",2026-06-26T07:36:49+00:00
makeup_api:2,Makeup API,https://makeup-api.herokuapp.com/api/v1/products.json,https://well.ca/products/l-oreal-paris-voluminous-mascara_25094.html,L' Oreal Paris Voluminous Mascara,,makeup,mascara,9.99,,,Black (#231F20) | Black Brown (#4D2C00) | Carbon Black (#030000),unknown_public_dataset,mascara | rating 4.5,"Voluminous - Volume Building Waterproof Mascara’s unique waterproof formula builds lashes to four times their natural thickness. Patented Volume-Maximizing Brush™ thickens lashes evenly and smoothly, leaving them soft with virtually no flakes, smudges, or clumps.Uniquely formulated to resist clumping, soften lashes, and build lashes to four times their natural thickness, with waterproof wear. Patented Volume Maximizing Brush™ thickens lashes evenly and smoothly, leaving them soft with virtually no flakes, smudges, or clumps.Ophthalmologist-tested and allergy-tested.Suitable for sensitive eyes and contact lens wearers.Clump-resistant.Fragrance-free.All-day wear.Ingredients:ISODODECANE • AQUA / WATER / EAU • CERA ALBA / BEESWAX / CIRE D'ABEILLE • DISTEARDIMONIUM HECTORITE • CARNAUBA / CARNAUBA WAX / CIRE DE CARNAUBA • PARAFFIN • ALCOHOL DENAT • ALLYL STEARATE/VA COPOLYMER • VA/VINYL BUTYL BENZOATE/CROTONATES COPOLYMER • PROP",眼部妆效,需结合肤质、肤色、过敏史和使用场景判断,对配方成分过敏者；具体禁忌需参考商品页或包装,,公开 API 数据可能不是实时商品页信息；价格和库存需以商家实际页面为准,4.5,,"https://d3t32hsnjxo7q6.cloudfront.net/i/4d671a9af4d2ce8d310ae263569018fb_ra,w158,h184_pa,w158,h184.jpeg",2026-06-26T07:36:49+00:00
makeup_api:210,Makeup API,https://makeup-api.herokuapp.com/api/v1/products.json,https://well.ca/products/pysicians-formula-eye-booster_112247.html,Pysicians Formula Eye Booster Cushion Liquid Liner + Serum Ultra Black,,makeup,eyeliner / liquid,15.99,,,,unknown_public_dataset,eyeliner | liquid | Gluten Free | Natural,"Unique & Professional Cushion Eyeliner: Innovative liquid formula with sponge cushion delivery system dispenses the perfect amount of eyeliner onto your brush for a precise, sophisticated line every time. Advanced formula includes lash boosting complex that enhances the appearance of lashes while providing instant definition in one step.Features:Includes eyeliner brush for easy, mistake-proof applicationHigh-tech formula is long-wearing, water-resistant and smudge-resistant24-hour wearDirections: Apply eyeliner at the base of lashes. Never apply eyeliner inside the lash line. Keep cap tightly closed to prevent product from drying out. Wipe off brush on clean tissue after each use. Ingredients: Water/Eau, Iron Oxides, Acrylates Copolymer, Butylene Glycol, Black 2, Stearic Acid, Glyceryl Stearate, Oleyl Alcohol, Polybutene, Myristoyl Pentapeptide-17, Panthenol, Troxerutin, Tocopheryl Acetate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Caprylyl Glycol, Cellulose Gum, Ethylhexylglycerin, Glycerin, Hectorite, Hexylene Glycol, Magnesium Aluminum Silicate, Styrene/Acrylates Copolymer, Triethanolamine, Xanthan Gum, 1,2-Hexanediol, Benzoic Acid, Phenoxyethanol, Sodium Benzoate",眼部妆效,需结合肤质、肤色、过敏史和使用场景判断,对配方成分过敏者；具体禁忌需参考商品页或包装,,公开 API 数据可能不是实时商品页信息；价格和库存需以商家实际页面为准,,,"https://d3t32hsnjxo7q6.cloudfront.net/i/7edeec469ab0103287cdc2c984b39d28_ra,w158,h184_pa,w158,h184.png",2026-06-26T07:36:49+00:00
